transaction_id,customer_id,product_id,amount,transaction_date
T5340681,C00001,P0036,251.41,2025-05-23 06:03:00
T9990017,C00084,P0015,476.26,2025-05-23 10:13:00
T1301504,C00073,P0005,368.24,2025-05-23 07:51:00
T7913295,C00089,P0033,340.26,2025-05-23 21:05:00
T8859986,C00035,P0024,6.1,2025-05-23 16:58:00
T1870447,C00068,P0012,499.59,2025-05-23 00:54:00
T6013656,C00048,P0042,474.65,2025-05-23 08:44:00
T1707615,C00077,P0029,64.09,2025-05-23 18:48:00
T8530547,C00028,P0036,218.25,2025-05-23 22:16:00
T3457989,C00053,P0031,414.46,2025-05-23 15:29:00
T7476900,C00022,P0033,116.14,2025-05-23 18:20:00
T2448324,C00059,P0041,59.72,2025-05-23 03:09:00
T2480581,C00038,P0004,374.4,2025-05-23 15:37:00
T2248864,C00001,P0037,160.64,2025-05-23 20:25:00
T2700744,C00072,P0022,300.26,2025-05-23 19:46:00
T8141476,C00039,P0004,389.67,2025-05-23 11:26:00
T9893586,C00019,P0007,300.86,2025-05-23 16:56:00
T5867722,C00043,P0031,432.84,2025-05-23 14:09:00
T7874878,C00040,P0026,444.95,2025-05-23 03:28:00
T5090329,C00053,P0035,280.15,2025-05-23 14:16:00
T6690264,C00032,P0026,82.66,2025-05-23 10:18:00
T5308876,C00046,P0022,13.69,2025-05-23 09:04:00
T5221041,C00075,P0050,293.36,2025-05-23 12:13:00
T6080430,C00019,P0030,69.82,2025-05-23 09:06:00
T8062595,C00024,P0025,260.41,2025-05-23 06:59:00
T9492563,C00038,P0044,307.01,2025-05-23 13:05:00
T2129352,C00072,P0023,79.69,2025-05-23 05:33:00
T3120872,C00005,P0045,81.71,2025-05-23 11:42:00
T7434868,C00038,P0015,55.28,2025-05-23 00:49:00
T3339915,C00061,P0016,480.45,2025-05-23 11:33:00
T9109505,C00015,P0043,183.75,2025-05-23 08:47:00
T2794010,C00022,P0039,308.6,2025-05-23 18:29:00
T1067233,C00040,P0037,38.77,2025-05-23 01:49:00
T9640826,C00049,P0046,146.43,2025-05-23 15:12:00
T2037549,C00047,P0035,5.42,2025-05-23 22:02:00
