transaction_id,customer_id,product_id,amount,transaction_date
T6388140,C00023,P0035,211.2,2025-05-20 00:56:00
T5545378,C00072,P0003,158.06,2025-05-20 02:50:00
T1113320,C00004,P0021,273.62,2025-05-20 00:48:00
T3020207,C00052,P0018,290.01,2025-05-20 17:13:00
T5753257,C00093,P0037,47.64,2025-05-20 05:38:00
T8687045,C00057,P0047,138.34,2025-05-20 06:12:00
T4318348,C00073,P0027,118.71,2025-05-20 12:03:00
T1863692,C00061,P0020,494.48,2025-05-20 22:39:00
T3204333,C00004,P0032,368.69,2025-05-20 07:43:00
T9695597,C00060,P0009,366.04,2025-05-20 14:30:00
T4928722,C00006,P0021,343.06,2025-05-20 09:28:00
T3852154,C00039,P0044,272.2,2025-05-20 08:06:00
T9195252,C00080,P0016,37.47,2025-05-20 20:56:00
T2301809,C00084,P0044,337.86,2025-05-20 14:54:00
T7867479,C00030,P0035,80.46,2025-05-20 21:47:00
T6595244,C00072,P0027,173.22,2025-05-20 12:09:00
T8073173,C00085,P0033,252.69,2025-05-20 14:46:00
T2904974,C00035,P0009,154.91,2025-05-20 09:36:00
T2320481,C00031,P0008,134.55,2025-05-20 19:42:00
T7357893,C00086,P0037,281.31,2025-05-20 04:47:00
T9795208,C00072,P0007,188.9,2025-05-20 16:58:00
T5612117,C00003,P0016,62.98,2025-05-20 16:59:00
T8951561,C00039,P0030,66.08,2025-05-20 17:38:00
T7842091,C00048,P0007,179.49,2025-05-20 07:43:00
T1939171,C00076,P0010,404.4,2025-05-20 17:47:00
T3392338,C00010,P0012,120.62,2025-05-20 01:28:00
T9589263,C00055,P0002,249.86,2025-05-20 23:33:00
T4440622,C00012,P0013,120.07,2025-05-20 14:22:00
T9712848,C00012,P0025,499.72,2025-05-20 14:42:00
T4067764,C00086,P0002,71.05,2025-05-20 01:03:00
T1622062,C00080,P0037,52.41,2025-05-20 04:54:00
T6871470,C00049,P0027,75.76,2025-05-20 00:15:00
T3323800,C00056,P0006,437.21,2025-05-20 01:38:00
T6967557,C00013,P0048,5.75,2025-05-20 21:41:00
T6171073,C00093,P0016,309.08,2025-05-20 05:45:00
